,Symbol,Volume,Current_Price,Engullfin,Trustinline,TweezerBottom,Bullish_Refine_Swing,Berish_Refine_Swing,Keltner_Channel
541,POLYMED,15327.0,906.0,,,,,,
542,POLYPLEX,38986.0,1593.0,,,,,,
543,POONAWALLA,2430680.0,303.0,,,,,,
544,POWERGRID,2154188.0,215.0,,,,,,
545,POWERINDIA,27286.0,3371.0,,,,,,
546,PRAJIND,784980.0,366.0,,,,,,
547,PRESTIGE,203451.0,469.0,,,,,,
548,PRINCEPIPE,84065.0,598.0,,,,,,
549,PRIVISCL,10559.0,1146.0,,,,,,
550,PRSMJOHNSN,256930.0,103.0,,,,,,
551,PRUDENT,109342.0,1049.0,,,,,,False
552,PSPPROJECT,702854.0,716.0,,,,,,
553,PVR,118650.0,1714.0,,,,,,
554,QUESS,149077.0,409.0,,,,,,
555,RADICO,224991.0,1043.0,,,,,,
556,RAILTEL,1442013.0,128.0,,,,,,
557,RAIN,1967486.0,179.0,,,,,,
558,RAINBOW,282581.0,779.0,,,,,,
559,RAJESHEXPO,553110.0,749.0,,,,,,
560,RAJRATAN,31199.0,883.0,,,,,,
561,RALLIS,162498.0,243.0,,,,,,
562,RAMCOCEM,787684.0,713.0,,,,,,
563,RATEGAIN,366227.0,295.0,,,,,,
564,RATNAMANI,25197.0,2020.0,,,,,,
565,RAYMOND,363956.0,1495.0,,,,,,False
566,RBA,216042.0,113.0,,,,,,
567,RBLBANK,17645663.0,186.0,,,,,,
568,RCF,6175073.0,130.0,,,,,,
569,RECLTD,27506440.0,123.0,,,,,,
570,REDINGTON,4254906.0,190.0,,,,,,
571,RELAXO,73947.0,900.0,,,,,,
572,RELIANCE,3532428.0,2557.0,,,,,,
573,RELIGARE,1725260.0,179.0,,,,,,
574,RELINFRA,788196.0,138.0,,,,,,
575,RENUKA,7947146.0,58.0,,,,,,
576,RESPONIND,32376.0,120.0,,,,,,
577,RHIM,281809.0,864.0,,,,,,False
578,RITES,445521.0,337.0,,,,,,
579,RKFORGE,177607.0,261.0,,,,,,
580,ROLEXRINGS,16017.0,1767.0,,,,,,
581,ROSSARI,21349.0,726.0,,,,,,
582,ROUTE,69750.0,1219.0,,,,,,
583,RPOWER,11826529.0,14.0,,,,,,
584,RPSGVENT,26173.0,453.0,,,,,,
585,RTNINDIA,952038.0,43.0,,,,,,
586,RTNPOWER,2741151.0,4.0,,,,,,
587,RUPA,50932.0,282.0,,,,,,
588,RVNL,21671703.0,71.0,,,,,,
589,SAFARI,8146.0,1689.0,,,,,,
590,SAGCEM,53276.0,238.0,,,,,,
591,SAIL,37845189.0,88.0,,,,,,
592,SANOFI,5064.0,5805.0,,,,,,
593,SANSERA,61686.0,763.0,,,,,,
594,SAPPHIRE,37316.0,1326.0,,,,,,
595,SARDAEN,80759.0,1117.0,,,,,,False
596,SBCL,38811.0,398.0,,,,,,
597,SBICARD,1083481.0,792.0,,,,,,
598,SBILIFE,1871260.0,1268.0,,,,,,
599,SBIN,6816158.0,612.0,,,,,,
600,SCHAEFFLER,64268.0,2752.0,,,,,,
601,SCHNEIDER,197861.0,163.0,,,,,,
602,SEAMECLTD,2636.0,891.0,,,,,,
603,SEQUENT,428640.0,87.0,,,,,,
604,SFL,16314.0,1291.0,,,,,,
605,SHARDACROP,197293.0,504.0,,,,,,
606,SHAREINDIA,52215.0,1210.0,,,,,,
607,SHILPAMED,326313.0,286.0,,,,,,
608,SHK,190333.0,143.0,,,,,True,
609,SHOPERSTOP,22260.0,703.0,,,,,,
610,SHREECEM,20747.0,23732.0,,,,,,"Yes 
 Irresptive of candle (green/red) 
 exit on crossing downward 10 EMA middle line 
"
611,SHRIRAMFIN,436989.0,1370.0,,,,,,
612,SHYAMMETL,292709.0,327.0,,,,,,
613,SIEMENS,90679.0,2837.0,,,,,,
614,SIS,41640.0,389.0,,,,,,
615,SIYSIL,36919.0,528.0,,,,,,False
616,SJVN,3573755.0,35.0,,,,,,
617,SKFINDIA,9248.0,4577.0,,,,,,
618,SOBHA,118183.0,592.0,,,,,,
619,SOLARA,56498.0,438.0,,,,,,
620,SOLARINDS,69527.0,4496.0,,,,,,False
621,SOMANYCERA,17815.0,474.0,,,,,,
622,SONACOMS,556643.0,415.0,,,,,,
623,SONATSOFTW,116962.0,577.0,,,,,,
624,SOUTHBANK,133169991.0,20.0,,,,,,
625,SPANDANA,41699.0,603.0,,,,,,
626,SPARC,211001.0,210.0,,,,,,
627,SPICEJET,1855914.0,38.0,,,,,,
628,SPLPETRO,56683.0,797.0,,,,,,
629,SRF,741035.0,2302.0,,,,,,
630,SSWL,341355.0,163.0,,,,,,
631,STAR,483668.0,366.0,,,,,,
632,STARCEMENT,127118.0,113.0,,,,,,
633,STARHEALTH,141493.0,583.0,,,,,,
634,STEELXIND,3400927.0,14.0,,,,,,
635,STLTECH,559899.0,175.0,,,,,,
636,STOVEKRAFT,594370.0,555.0,,,,,,
637,SUBEXLTD,5063279.0,33.0,,,,,,
638,SUDARSCHEM,38212.0,386.0,,,,,,
639,SUMICHEM,136861.0,488.0,,,,,,
640,SUNDARMFIN,22597.0,2301.0,,,,,,False
641,SUNDRMFAST,28496.0,960.0,,,,,,False
642,SUNPHARMA,1809691.0,1009.0,,,,,,
643,SUNTECK,502347.0,343.0,,,,,,
644,SUNTV,1094764.0,486.0,,,,,,
645,SUPRAJIT,175077.0,329.0,,,,,,
646,SUPREMEIND,55355.0,2384.0,,,,,,False
647,SUPRIYA,93204.0,239.0,,,,,,
648,SURYAROSNI,177349.0,514.0,,,,,,
649,SURYODAY,520870.0,121.0,,,,,,
650,SUVENPHAR,1420089.0,493.0,,,,,,
651,SUZLON,125972890.0,10.0,,,,,,
652,SWANENERGY,4251670.0,329.0,,,,,,
653,SWSOLAR,137986.0,270.0,,,,,,
654,SYMPHONY,13502.0,933.0,,,,,,
655,SYNGENE,518994.0,590.0,,,,,,
656,SYRMA,165924.0,277.0,,,,,,
657,TANLA,97624.0,717.0,,,,,,
658,TARSONS,78159.0,685.0,,,,,,
659,TASTYBITE,217.0,10532.0,,,,,,
660,TATACHEM,497882.0,941.0,,,,,,
661,TATACOFFEE,582590.0,220.0,,,,,,
662,TATACOMM,1068886.0,1336.0,,,,,,
663,TATACONSUM,785340.0,767.0,,,,,,
664,TATAELXSI,206172.0,6416.0,,,,,,
665,TATAINVEST,17821.0,2105.0,,,,,,
666,TATAMETALI,194042.0,834.0,,,,,,
667,TATAMOTORS,9424652.0,393.0,,,,,,
668,TATAMTRDVR,866497.0,212.0,,,,,,
669,TATAPOWER,7232192.0,211.0,,,,,,
670,TATASTEEL,74375885.0,118.0,,,,,,
671,TATASTLLP,99324.0,705.0,,,,,,
672,TATVA,27570.0,2143.0,,,,,,
673,TCI,26274.0,619.0,,,,,,
674,TCIEXP,12272.0,1796.0,,,,,,
675,TCNSBRANDS,11950.0,536.0,,,,,,
676,TCS,1244685.0,3311.0,,,,,,
677,TEAMLEASE,72268.0,2527.0,,,,,,
678,TECHM,1439523.0,1023.0,,,,,,
679,TECHNOE,135829.0,343.0,,,,,,
680,TEGA,19967.0,581.0,,,,,,
681,TEJASNET,327160.0,601.0,,,,,,
682,THERMAX,13515.0,1955.0,,,,,,
683,THOMASCOOK,486612.0,74.0,,,,,,
684,THYROCARE,136415.0,614.0,,,,,,
685,TIDEWATER,23714.0,1000.0,,,,,,
686,TIIL,2502.0,900.0,,,,,,
687,TIINDIA,146540.0,2785.0,,,,,,False
688,TIMETECHNO,2279992.0,95.0,,,,,,
689,TIMKEN,41139.0,3158.0,,,,,,
690,TINPLATE,370276.0,349.0,,,,,,
691,TIRUMALCHM,1133080.0,210.0,,,,,,
692,TITAN,852171.0,2613.0,,,,,,
693,TMB,82219.0,483.0,,,,,,
694,TORNTPHARM,449416.0,1544.0,,,,,,
695,TORNTPOWER,266399.0,499.0,,,,,,
696,TRENT,233728.0,1347.0,,,,,,
697,TRIDENT,3503443.0,34.0,,,,,,
698,TRITURBINE,1218086.0,244.0,,,,,,
699,TRIVENI,338991.0,283.0,,,,,,
700,TTKPRESTIG,26063.0,802.0,,,,,,
701,TTML,1173787.0,91.0,,,,,,
702,TV18BRDCST,3340255.0,37.0,,,,,,
703,TVSMOTOR,2199185.0,1041.0,,,,,,
704,TVTODAY,25053.0,247.0,,,,,,
705,UBL,225592.0,1669.0,,,,,,
706,UCOBANK,70786050.0,32.0,,,,,,
707,UFLEX,49841.0,559.0,,,,,,
708,UJJIVANSFB,11656713.0,30.0,,,,,,
709,ULTRACEMCO,188262.0,6993.0,,,,,,False
710,UNIONBANK,20938395.0,82.0,,,,,,
711,UNOMINDA,307306.0,526.0,,,,,,
712,UPL,1276849.0,719.0,,,,,,
713,USHAMART,3319139.0,190.0,,,,,,
714,UTIAMC,409959.0,846.0,,,,,,
715,VAIBHAVGBL,289255.0,305.0,,,,,,
716,VAKRANGEE,1858049.0,28.0,,,,,,
717,VALIANTORG,21450.0,589.0,,,,,,
718,VARROC,115374.0,299.0,,,,,,
719,VBL,782019.0,1306.0,,,,,,False
720,VEDL,10676367.0,319.0,,,,,,
721,VENKEYS,64915.0,1931.0,,,,,,
722,VESUVIUS,17132.0,1607.0,,,,,,
723,VGUARD,143666.0,261.0,,,,,,
724,VIDHIING,29875.0,376.0,,,,,,
725,VIJAYA,283127.0,414.0,,,,,,
726,VINATIORGA,26638.0,2001.0,,,,,,
727,VIPIND,187629.0,680.0,,,,,,
728,VMART,95683.0,2987.0,,,,,,
729,VOLTAMP,9056.0,2697.0,,,,,,
730,VOLTAS,542997.0,808.0,,,,,,
731,VRLLOG,59358.0,546.0,,,,,,
732,VSTIND,2385.0,3284.0,,,,,,
733,VSTTILLERS,6960.0,2291.0,,,,,,
734,VTL,411288.0,323.0,,,,,,
735,WABAG,676966.0,336.0,,,,,,False
736,WELCORP,425148.0,233.0,,,,,,
737,WELENT,1268435.0,169.0,,,,,,
738,WELSPUNIND,412078.0,76.0,,,,,,
739,WESTLIFE,84447.0,763.0,,,,,,
740,WHIRLPOOL,133936.0,1515.0,,,,,,
741,WIPRO,2996435.0,397.0,,,,,,
742,WOCKPHARMA,2079993.0,229.0,,,,,,
743,WSTCSTPAPR,96668.0,537.0,,,,,,
744,YESBANK,339684334.0,22.0,,,,,,
745,ZEEL,5315656.0,240.0,,,,,,
746,ZENSARTECH,533067.0,215.0,,,,,,
747,ZFCVINDIA,3647.0,8958.0,,,,,,
748,ZOMATO,49691262.0,58.0,,,,,,
749,ZYDUSLIFE,625497.0,424.0,,,,,,
